Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	AlphaFoldDB	PDB	Taxonomic lineage	Taxonomic lineage (Ids)	Organism (ID)
A0A811ZYY1	unreviewed	A0A811ZYY1_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk DNFNHJIP_00085	Candidatus Argoarchaeum ethanivorans	715	A0A811ZYY1;		Candidatus Argoarchaeum (genus), GOM Arc I cluster (no rank), Methanosarcinales incertae sedis (no rank), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2608792 (genus), 1978122 (no rank), 2927080 (no rank), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2608793
A0A830E1H5	unreviewed	A0A830E1H5_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk GCM10007209_02960	Haloferax sulfurifontis	752	A0A830E1H5;		Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	255616
A0A830E715	unreviewed	A0A830E715_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk GCM10007209_17140	Haloferax sulfurifontis	825	A0A830E715;		Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	255616
A0A830EMZ5	unreviewed	A0A830EMZ5_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk GCM10008995_15650	Halobellus salinus	789	A0A830EMZ5;		Halobellus (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1073986 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	931585
A0A830F8M3	unreviewed	A0A830F8M3_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk GCM10009039_05500	Halocalculus aciditolerans	763	A0A830F8M3;		Halocalculus (genus), Halobacteriaceae (family), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1779002 (genus), 2236 (family), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1383812
A0A830FX18	unreviewed	A0A830FX18_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk GCM10009017_03310 J2752_000873	Halarchaeum rubridurum	761	A0A830FX18;		Halarchaeum (genus), Halobacteriaceae (family), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	744724 (genus), 2236 (family), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	489911
A0A830GD96	unreviewed	A0A830GD96_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk GCM10009021_24770	Halarchaeum nitratireducens	849	A0A830GD96;		Halarchaeum (genus), Halobacteriaceae (family), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	744724 (genus), 2236 (family), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	489913
A0A830GLS7	unreviewed	A0A830GLS7_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk GCM10009030_26170	Halomicroarcula pellucida	818	A0A830GLS7;		Halomicroarcula (genus), Haloarculaceae (family), Halobacteriales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1427149 (genus), 1963268 (family), 2235 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	1427151
A0A831LV86	unreviewed	A0A831LV86_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk ENN52_05125	Methanofollis liminatans	681	A0A831LV86;		Methanofollis (genus), Methanomicrobiaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	81416 (genus), 2194 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2201
A0A832LB73	unreviewed	A0A832LB73_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk GXX65_07490	Methanosarcina sp	728	A0A832LB73;		unclassified Methanosarcina (no rank), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2644672 (no rank), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2213
A0A832TPR2	unreviewed	A0A832TPR2_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk HA261_12010	Methanosarcina sp	729	A0A832TPR2;		unclassified Methanosarcina (no rank), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2644672 (no rank), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2213
A0A832UAM6	unreviewed	A0A832UAM6_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk HA365_00265	Methanocalculus sp	705	A0A832UAM6;		unclassified Methanocalculus (no rank), Methanocalculus (genus), Methanocalculaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2631035 (no rank), 71151 (genus), 1460864 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2004547
A0A832UD69	unreviewed	A0A832UD69_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk HA365_00270	Methanocalculus sp	698	A0A832UD69;		unclassified Methanocalculus (no rank), Methanocalculus (genus), Methanocalculaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2631035 (no rank), 71151 (genus), 1460864 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2004547
A0A832W7K5	unreviewed	A0A832W7K5_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk HA338_03940	Methanosarcina acetivorans	728	A0A832W7K5;		Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2214
A0A832WYG5	unreviewed	A0A832WYG5_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk HA262_05145	Methanosarcina sp	728	A0A832WYG5;		unclassified Methanosarcina (no rank), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2644672 (no rank), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2213
A0A842KLH5	unreviewed	A0A842KLH5_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk H5T43_05740	Methanomethylovorans sp	691	A0A842KLH5;		unclassified Methanomethylovorans (no rank), Methanomethylovorans (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2685044 (no rank), 101191 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2758717
A0A842PQG2	unreviewed	A0A842PQG2_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk E4P24_08390	Haloferax sp. AS1	823	A0A842PQG2;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2562277
A0A842PT12	unreviewed	A0A842PT12_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk E4P24_13020	Haloferax sp. AS1	745	A0A842PT12;		unclassified Haloferax (no rank), Haloferax (genus), Haloferacaceae (family), Haloferacales (order), Halobacteria (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2625095 (no rank), 2251 (genus), 1644056 (family), 1644055 (order), 183963 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2562277
A0A843AX46	unreviewed	A0A843AX46_9ARCH	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk ISF22_01590	Methanomassiliicoccus sp	705	A0A843AX46;		unclassified Methanomassiliicoccus (no rank), Methanomassiliicoccus (genus), Methanomassiliicoccaceae (family), Methanomassiliicoccales (order), Thermoplasmata (class), Candidatus Thermoplasmatota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2626373 (no rank), 1080709 (genus), 1577788 (family), 1235850 (order), 183967 (class), 2283796 (phylum), 2157 (superkingdom), 131567 (no rank)	2528041
A0A843CYZ3	unreviewed	A0A843CYZ3_9ARCH	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk J5813_06710	Candidatus Methanomethylophilaceae archaeon	684	A0A843CYZ3;		unclassified Candidatus Methanomethylophilaceae (no rank), Candidatus Methanomethylophilaceae (family), Methanomassiliicoccales (order), Thermoplasmata (class), Candidatus Thermoplasmatota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2517204 (no rank), 2517203 (family), 1235850 (order), 183967 (class), 2283796 (phylum), 2157 (superkingdom), 131567 (no rank)	2517205
A0A843D333	unreviewed	A0A843D333_9ARCH	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk J5812_03505	Candidatus Methanomethylophilaceae archaeon	690	A0A843D333;		unclassified Candidatus Methanomethylophilaceae (no rank), Candidatus Methanomethylophilaceae (family), Methanomassiliicoccales (order), Thermoplasmata (class), Candidatus Thermoplasmatota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2517204 (no rank), 2517203 (family), 1235850 (order), 183967 (class), 2283796 (phylum), 2157 (superkingdom), 131567 (no rank)	2517205
A0A843DFE8	unreviewed	A0A843DFE8_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk J6B78_03210	Methanocorpusculum sp	694	A0A843DFE8;		unclassified Methanocorpusculum (no rank), Methanocorpusculum (genus), Methanocorpusculaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	225464 (no rank), 2192 (genus), 88404 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2058474
A0A843DS49	unreviewed	A0A843DS49_9ARCH	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk J5945_00885	Candidatus Methanomethylophilus sp	692	A0A843DS49;		unclassified Candidatus Methanomethylophilus (no rank), Candidatus Methanomethylophilus (genus), Candidatus Methanomethylophilaceae (family), Methanomassiliicoccales (order), Thermoplasmata (class), Candidatus Thermoplasmatota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2648758 (no rank), 1291539 (genus), 2517203 (family), 1235850 (order), 183967 (class), 2283796 (phylum), 2157 (superkingdom), 131567 (no rank)	2774294
A0A843FUQ5	unreviewed	A0A843FUQ5_9ARCH	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk J6U12_02895 J6W72_00965	Candidatus Methanomethylophilaceae archaeon	689	A0A843FUQ5;		unclassified Candidatus Methanomethylophilaceae (no rank), Candidatus Methanomethylophilaceae (family), Methanomassiliicoccales (order), Thermoplasmata (class), Candidatus Thermoplasmatota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2517204 (no rank), 2517203 (family), 1235850 (order), 183967 (class), 2283796 (phylum), 2157 (superkingdom), 131567 (no rank)	2517205
A0A843IBK2	unreviewed	A0A843IBK2_9ARCH	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk J6K69_06610	Candidatus Methanomethylophilaceae archaeon	688	A0A843IBK2;		unclassified Candidatus Methanomethylophilaceae (no rank), Candidatus Methanomethylophilaceae (family), Methanomassiliicoccales (order), Thermoplasmata (class), Candidatus Thermoplasmatota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2517204 (no rank), 2517203 (family), 1235850 (order), 183967 (class), 2283796 (phylum), 2157 (superkingdom), 131567 (no rank)	2517205
A0A843JV01	unreviewed	A0A843JV01_9ARCH	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk KA502_01840	Candidatus Methanomethylophilaceae archaeon	694	A0A843JV01;		unclassified Candidatus Methanomethylophilaceae (no rank), Candidatus Methanomethylophilaceae (family), Methanomassiliicoccales (order), Thermoplasmata (class), Candidatus Thermoplasmatota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2517204 (no rank), 2517203 (family), 1235850 (order), 183967 (class), 2283796 (phylum), 2157 (superkingdom), 131567 (no rank)	2517205
A0A843K8Z0	unreviewed	A0A843K8Z0_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk KBB00_05020 KBG16_03640	Methanospirillum sp	715	A0A843K8Z0;		unclassified Methanospirillum (no rank), Methanospirillum (genus), Methanospirillaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2618161 (no rank), 2202 (genus), 196137 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	45200
A0A843KPI5	unreviewed	A0A843KPI5_9ARCH	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk KBA58_00205	Methanomassiliicoccales archaeon	707	A0A843KPI5;		unclassified Methanomassiliicoccales (no rank), Methanomassiliicoccales (order), Thermoplasmata (class), Candidatus Thermoplasmatota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1577790 (no rank), 1235850 (order), 183967 (class), 2283796 (phylum), 2157 (superkingdom), 131567 (no rank)	1906667
A0A843KTG7	unreviewed	A0A843KTG7_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk KBA49_05715	Methanolinea sp	725	A0A843KTG7;		unclassified Methanolinea (no rank), Methanolinea (genus), Methanoregulaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2628036 (no rank), 499551 (genus), 1198451 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2268143
A0A843LJ01	unreviewed	A0A843LJ01_9ARCH	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk KBH31_01530	Methanomassiliicoccales archaeon	698	A0A843LJ01;		unclassified Methanomassiliicoccales (no rank), Methanomassiliicoccales (order), Thermoplasmata (class), Candidatus Thermoplasmatota (phylum), Archaea (superkingdom), cellular organisms (no rank)	1577790 (no rank), 1235850 (order), 183967 (class), 2283796 (phylum), 2157 (superkingdom), 131567 (no rank)	1906667
A0A843MDA0	unreviewed	A0A843MDA0_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk KBG16_09795	Methanospirillum sp	720	A0A843MDA0;		unclassified Methanospirillum (no rank), Methanospirillum (genus), Methanospirillaceae (family), Methanomicrobiales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2618161 (no rank), 2202 (genus), 196137 (family), 2191 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	45200
A0A847PT11	unreviewed	A0A847PT11_9EURY	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk GX152_02955	Methanosarcina sp	728	A0A847PT11;		unclassified Methanosarcina (no rank), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2644672 (no rank), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)	2213
A0A847T1M7	unreviewed	A0A847T1M7_9ARCH	Polyphosphate kinase (EC 2.7.4.1) (ATP-polyphosphate phosphotransferase) (Polyphosphoric acid kinase)	ppk1 ppk GXX95_10695	Methanomassiliicoccus sp	693	A0A847T1M7;		unclassified Methanomassiliicoccus (no rank), Methanomassiliicoccus (genus), Methanomassiliicoccaceae (family), Methanomassiliicoccales (order), Thermoplasmata (class), Candidatus Thermoplasmatota (phylum), Archaea (superkingdom), cellular organisms (no rank)	2626373 (no rank), 1080709 (genus), 1577788 (family), 1235850 (order), 183967 (class), 2283796 (phylum), 2157 (superkingdom), 131567 (no rank)	2528041
