accession	seqid	alntmscore	Taxonomic.lineage	Organism	Phylum	LeidenCluster	tSNE1	tSNE2	info
A0A257CR07	0.52	0.9358	unclassified Burkholderiales (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderiales bacterium PBB3	Pseudomonadota	NA	NA	NA	NA
A0A7W8NAG1	0.5	0.9868	unclassified Rhodanobacter (no rank), Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodanobacter sp. ANJX3	Pseudomonadota	NA	NA	NA	NA
A0A510X1Q7	0.504	0.972	Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter johnsonii	Pseudomonadota	NA	NA	NA	NA
A0A373BCJ9	0.507	0.9712	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. SWAC57	Pseudomonadota	NA	NA	NA	NA
A0A841MTI8	0.509	0.9754	Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter lwoffii	Pseudomonadota	NA	NA	NA	NA
A0A241UVY1	0.507	0.9716	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. ANC 4204	Pseudomonadota	NA	NA	NA	NA
N9M682	0.505	0.9776	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. CIP 53.82	Pseudomonadota	NA	NA	NA	NA
A0A5C0U2X0	0.504	0.9725	Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter johnsonii	Pseudomonadota	NA	NA	NA	NA
A0A7S9C692	0.514	0.9692	unclassified Kinneretia (no rank), Kinneretia (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Kinneretia sp. DAIF2	Pseudomonadota	NA	NA	NA	NA
A0A3S1CKH3	0.497	0.9612	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella septentrionalis	Pseudomonadota	NA	NA	NA	NA
A0A1H7AY63	0.518	0.9384	unclassified Variovorax (no rank), Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax sp. OK202	Pseudomonadota	NA	NA	NA	NA
A0A2E1ZMZ3	0.501	0.9457	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria bacterium	Pseudomonadota	NA	NA	NA	NA
A0A126ZHT0	0.512	0.9392	unclassified Variovorax (no rank), Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax sp. PAMC 28711	Pseudomonadota	NA	NA	NA	NA
A0A2I1RGG1	0.503	0.9444	Moraxella (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Moraxella osloensis	Pseudomonadota	NA	NA	NA	NA
A0A1E4IP76	0.5	0.9395	unclassified Variovorax (no rank), Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax sp. SCN 67-85	Pseudomonadota	NA	NA	NA	NA
A0A378W0E4	0.592	0.9774	Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria gonorrhoeae	Pseudomonadota	NA	NA	NA	NA
N9P1A1	0.509	0.9716	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. CIP 64.7	Pseudomonadota	NA	NA	NA	NA
N9FVT1	0.508	0.9724	Acinetobacter lwoffii (species), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter lwoffii ATCC 9957 = CIP 70.31	Pseudomonadota	NA	NA	NA	NA
N9PQT2	0.509	0.9755	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. CIP 51.11	Pseudomonadota	NA	NA	NA	NA
A0A849NRB7	0.505	0.9759	Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter indicus	Pseudomonadota	NA	NA	NA	NA
N9QUL0	0.508	0.9753	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. CIP 101966	Pseudomonadota	NA	NA	NA	NA
A0A1E3GJQ6	0.509	0.9717	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. 51m	Pseudomonadota	NA	NA	NA	NA
A0A6N1ME09	0.508	0.9718	Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter lwoffii	Pseudomonadota	NA	NA	NA	NA
A0A380U780	0.501	0.9717	Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter johnsonii	Pseudomonadota	NA	NA	NA	NA
N8TV59	0.508	0.9754	Acinetobacter lwoffii (species), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter lwoffii NIPH 715	Pseudomonadota	NA	NA	NA	NA
A0A0A2SPN0	0.495	0.9698	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella norrlandica	Pseudomonadota	NA	NA	NA	NA
A0A480B4I1	0.521	0.9579	Aquabacterium (genus), Burkholderiales genera incertae sedis (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Aquabacterium pictum	Pseudomonadota	NA	NA	NA	NA
A0A1M7IP77	0.509	0.9521	unclassified Rhizobacter (no rank), Rhizobacter (genus), Burkholderiales genera incertae sedis (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhizobacter sp. OV335	Pseudomonadota	NA	NA	NA	NA
A0A0W0Y7H7	0.491	0.9696	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella quinlivanii	Pseudomonadota	NA	NA	NA	NA
A0A846UJH4	0.51	0.9516	unclassified Rhizobacter (no rank), Rhizobacter (genus), Burkholderiales genera incertae sedis (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhizobacter sp. SG703	Pseudomonadota	NA	NA	NA	NA
A0A4T1E3I6	0.503	0.9677	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella pneumophila	Pseudomonadota	NA	NA	NA	NA
A0A2S6FCF0	0.501	0.9683	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella pneumophila	Pseudomonadota	NA	NA	NA	NA
Q5ZYS2	0.501	0.9648	Legionella pneumophila subsp. pneumophila (subspecies), Legionella pneumophila (species), Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	Pseudomonadota	NA	NA	NA	NA
A0A315AJY8	0.501	0.9411	unclassified Limnohabitans (no rank), Limnohabitans (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Limnohabitans sp. T6-20	Pseudomonadota	NA	NA	NA	NA
A0A840FPM1	0.515	0.9399	Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax guangxiensis	Pseudomonadota	NA	NA	NA	NA
A0A4Q3MN77	0.521	0.9384	unclassified Comamonadaceae (no rank), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Comamonadaceae bacterium	Pseudomonadota	NA	NA	NA	NA
A0A1I0MAD0	0.494	0.9512	unclassified Luteibacter (no rank), Luteibacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Luteibacter sp. 329MFSha	Pseudomonadota	NA	NA	NA	NA
A0A2T5KK89	0.494	0.9525	unclassified Luteibacter (no rank), Luteibacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Luteibacter sp. OK325	Pseudomonadota	NA	NA	NA	NA
A0A2D2LSZ3	0.501	0.9452	Moraxella (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Moraxella osloensis	Pseudomonadota	NA	NA	NA	NA
A0A7C7Y4U5	0.508	0.9458	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria bacterium	Pseudomonadota	NA	NA	NA	NA
A0A3P3EW84	0.521	0.9284	Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax beijingensis	Pseudomonadota	NA	NA	NA	NA
C5CYH4	0.519	0.9393	Variovorax paradoxus (species), Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax paradoxus (strain S110)	Pseudomonadota	NA	NA	NA	NA
A0A0Q7GXY5	0.518	0.9404	unclassified Variovorax (no rank), Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax sp. Root434	Pseudomonadota	NA	NA	NA	NA
A0A0A1H9B0	0.561	0.9821	unclassified Burkholderiales (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderiales bacterium GJ-E10	Pseudomonadota	LC32	43.716984	4.491505	LC32_cluster
A0A0Q7SL43	0.515	0.961	unclassified Pelomonas (no rank), Pelomonas (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pelomonas sp. Root1444	Pseudomonadota	NA	NA	NA	NA
A0A7Z1WHU4	0.501	0.9738	Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter johnsonii	Pseudomonadota	NA	NA	NA	NA
A0A6H2C6D2	0.51	0.9726	unclassified Acinetobacter (no rank), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter sp. NEB149	Pseudomonadota	NA	NA	NA	NA
A0A378K2G6	0.501	0.9697	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella pneumophila	Pseudomonadota	NA	NA	NA	NA
A0A0W1ADK7	0.494	0.9732	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella waltersii	Pseudomonadota	NA	NA	NA	NA
Q5WZN9	0.501	0.9697	Legionella pneumophila (species), Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella pneumophila (strain Lens)	Pseudomonadota	NA	NA	NA	NA
A0A0W0UJA0	0.483	0.9687	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella jamestowniensis	Pseudomonadota	NA	NA	NA	NA
A0A3A6W9Q9	0.501	0.9685	Legionella pneumophila (species), Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella pneumophila subsp. pneumophila	Pseudomonadota	NA	NA	NA	NA
A0A679J8D6	0.512	0.9378	Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax paradoxus	Pseudomonadota	NA	NA	NA	NA
A0A561C5A0	0.519	0.9367	Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax beijingensis	Pseudomonadota	NA	NA	NA	NA
A0A6P2EXS6	0.522	0.9381	unclassified Variovorax (no rank), Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax sp. PBL-E5	Pseudomonadota	NA	NA	NA	NA
A0A1H7HT17	0.508	0.94	unclassified Variovorax (no rank), Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax sp. YR750	Pseudomonadota	NA	NA	NA	NA
L2F7F7	0.499	0.9435	Moraxella macacae (species), Moraxella (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Moraxella macacae 0408225	Pseudomonadota	NA	NA	NA	NA
A0A270AUP5	0.501	0.9458	Moraxella (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Moraxella osloensis	Pseudomonadota	NA	NA	NA	NA
A0A653HWF4	0.501	0.944	unclassified Moraxellaceae (no rank), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Moraxellaceae bacterium 17A	Pseudomonadota	NA	NA	NA	NA
A0A1W6LCE2	0.512	0.9664	Rhizobacter (genus), Burkholderiales genera incertae sedis (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhizobacter gummiphilus	Pseudomonadota	NA	NA	NA	NA
A0A257FPK7	0.504	0.9624	unclassified Burkholderiales (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderiales bacterium PBB2	Pseudomonadota	NA	NA	NA	NA
A0A0Q8H0T8	0.513	0.9597	unclassified Pelomonas (no rank), Pelomonas (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pelomonas sp. Root662	Pseudomonadota	NA	NA	NA	NA
A0A0Q7BIN6	0.513	0.9646	unclassified Pelomonas (no rank), Pelomonas (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pelomonas sp. Root405	Pseudomonadota	NA	NA	NA	NA
A0A0U3RN23	0.501	0.972	Acinetobacter johnsonii (species), Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter johnsonii XBB1	Pseudomonadota	NA	NA	NA	NA
A0A6C0XZA0	0.501	0.9769	Acinetobacter (genus), Moraxellaceae (family), Moraxellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acinetobacter indicus	Pseudomonadota	NA	NA	NA	NA
A0A0W0WGH6	0.494	0.9752	Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella maceachernii	Pseudomonadota	NA	NA	NA	NA
A0A0G3BL55	0.514	0.9558	Schlegelella (genus), Sphaerotilaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Schlegelella brevitalea	Pseudomonadota	NA	NA	NA	NA
A0A0Q6MEM5	0.508	0.9516	unclassified Rhizobacter (no rank), Rhizobacter (genus), Burkholderiales genera incertae sedis (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhizobacter sp. Root29	Pseudomonadota	NA	NA	NA	NA
