StruCluster	accession	tSNE1	tSNE2	Taxonomic.lineage	Organism	Phylum	seqid	alntmscore
SC59	A0A0A8F589	96.48021	8.683557	Neisseria meningitidis (species), Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria meningitidis LNP21362	Pseudomonadota	0.579	0.9634
SC59	A0A0B1YGX6	101.00936	-17.362549	unclassified Ralstonia (no rank), Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia sp. A12	Pseudomonadota	0.609	0.9919
SC59	A0A0B5CMT7	94.31093	9.526638	Neisseria elongata subsp. glycolytica (subspecies), Neisseria elongata (species), Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria elongata subsp. glycolytica ATCC 29315	Pseudomonadota	0.58	0.9807
SC59	A0A0B7IXE8	99.73641	13.640871	Candidatus Methylopumilus (genus), Methylophilaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Methylopumilus turicensis	Pseudomonadota	0.612	0.9812
SC59	A0A0C1E3W9	102.581	0.8947742	Morococcus (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Morococcus cerebrosus	Pseudomonadota	0.568	0.9854
SC59	A0A0C3IZ21	99.68659	5.162995	unclassified Thauera (no rank), Thauera (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thauera sp. SWB20	Pseudomonadota	0.699	0.9855
SC59	A0A0C4Y473	95.74096	-17.021788	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus basilensis	Pseudomonadota	0.594	0.9817
SC59	A0A0C5JK91	100.385025	4.000681	Rugosibacter (genus), Rhodocyclaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rugosibacter aromaticivorans	Pseudomonadota	0.691	0.969
SC59	A0A0D0GUS1	94.13332	-17.166893	unclassified Burkholderia (no rank), Burkholderia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderia sp. MSHR3999	Pseudomonadota	0.599	0.9905
SC59	A0A0E9MB09	102.00002	3.5376523	unclassified Sulfuricella (no rank), Sulfuricella (genus), Sulfuricellaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Sulfuricella sp. T08	Pseudomonadota	0.666	0.9869
SC59	A0A0F0DXK1	100.26047	-17.511944	unclassified Burkholderiaceae (no rank), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderiaceae bacterium 26	Pseudomonadota	0.604	0.9924
SC59	A0A0F0FTI2	102.01835	-17.574299	unclassified Burkholderiaceae (no rank), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderiaceae bacterium 16	Pseudomonadota	0.583	0.9885
SC59	A0A0F0FV36	101.05629	1.0535007	unclassified Burkholderiaceae (no rank), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderiaceae bacterium 16	Pseudomonadota	0.634	0.9887
SC59	A0A0G4BYC9	99.7934	0.4094476	Neisseria meningitidis (species), Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria meningitidis M0579	Pseudomonadota	0.58	0.9824
SC59	A0A0H2XP54	91.53579	-14.150133	Burkholderia orbicola (species), Burkholderia cepacia complex (no rank), Burkholderia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Burkholderia orbicola (strain AU 1054)	Pseudomonadota	0.596	0.9383
SC59	A0A0H5QB03	101.556145	0.23025985	Neisseria meningitidis (species), Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria meningitidis serogroup B	Pseudomonadota	0.58	0.9823
SC59	A0A0J0YUX7	99.10392	7.8889647	Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria arctica	Pseudomonadota	0.605	0.9833
SC59	A0A0K0XXN7	88.77697	26.16884	Wenzhouxiangella (genus), Wenzhouxiangellaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Wenzhouxiangella marina	Pseudomonadota	0.54	0.9298
SC59	A0A0K1ZKB0	101.738686	-17.65897	Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia solanacearum (Pseudomonas solanacearum)	Pseudomonadota	0.599	0.9904
SC59	A0A0K6H301	102.57789	0.21965344	Gulbenkiania (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gulbenkiania indica	Pseudomonadota	0.648	0.9882
SC59	A0A0K6IVT1	98.50213	7.109179	Tepidiphilus (genus), Hydrogenophilaceae (family), Hydrogenophilales (order), Hydrogenophilia (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Tepidiphilus thermophilus	Pseudomonadota	0.635	0.9829
SC59	A0A0N0XGU8	95.99244	17.52585	Amantichitinum (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Amantichitinum ursilacus	Pseudomonadota	0.649	0.9866
SC59	A0A0N8VUD7	57.632565	0.08329928	unclassified Acidovorax (no rank), Acidovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acidovorax sp. SD340	Pseudomonadota	0.492	0.9457
SC59	A0A0P7K8D4	98.19739	6.6929274	unclassified Neisseria (no rank), Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria sp. 83E34	Pseudomonadota	0.599	0.9833
SC59	A0A0Q4PWP0	68.23167	6.2662024	unclassified Duganella (no rank), Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella sp. Leaf61	Pseudomonadota	0.55	0.9455
SC59	A0A0Q5DLG0	68.46791	6.628715	unclassified Duganella (no rank), Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella sp. Leaf126	Pseudomonadota	0.561	0.9525
SC59	A0A0Q7KW99	57.217888	0.13805276	unclassified Variovorax (no rank), Variovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Variovorax sp. Root473	Pseudomonadota	0.518	0.9403
SC59	A0A0Q7WAF5	67.751686	6.1224093	unclassified Duganella (no rank), Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella sp. Root1480D1	Pseudomonadota	0.545	0.9612
SC59	A0A0Q8R023	67.89852	6.304613	unclassified Duganella (no rank), Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella sp. Root198D2	Pseudomonadota	0.552	0.9585
SC59	A0A0S4TYF2	101.260605	-17.712004	Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia solanacearum (Pseudomonas solanacearum)	Pseudomonadota	0.595	0.9754
SC59	A0A0S4XA05	98.79902	-17.297073	Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia solanacearum (Pseudomonas solanacearum)	Pseudomonadota	0.592	0.9777
SC59	A0A0S8C3P4	95.163086	18.406183	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium SG8_41	Pseudomonadota	0.667	0.9887
SC59	A0A0S8CSR8	91.60615	20.630768	unclassified Betaproteobacteria (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria bacterium SG8_40	Pseudomonadota	0.646	0.974
SC59	A0A0T7L2K3	100.243416	0.19719529	Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria meningitidis	Pseudomonadota	0.579	0.9826
SC59	A0A0W7Z2W4	88.6963	24.665234	Comamonas (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Comamonas kerstersii	Pseudomonadota	0.489	0.9393
SC59	A0A0X3T6U9	91.97134	-10.697501	unclassified Thiomicrospira (no rank), Thiomicrospira (genus), Piscirickettsiaceae (family), Thiotrichales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thiomicrospira sp. WB1	Pseudomonadota	0.54	0.9479
SC59	A0A0X8GPH5	94.26911	18.691868	unclassified Janthinobacterium (no rank), Janthinobacterium (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Janthinobacterium sp. B9-8	Pseudomonadota	0.642	0.9867
SC59	A0A100HXY7	98.00062	-17.383635	unclassified Ralstonia (no rank), Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia sp. NT80	Pseudomonadota	0.61	0.9692
SC59	A0A106BUV8	102.61182	9.136495	Thiobacillus (genus), Thiobacillaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thiobacillus denitrificans	Pseudomonadota	0.655	0.9892
SC59	A0A125WBS1	100.60908	0.38938445	Neisseria meningitidis (species), Neisseria (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Neisseria meningitidis NM2795	Pseudomonadota	0.58	0.9827
SC59	A0A127JZ11	85.973785	8.136283	Ramlibacter (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ramlibacter tataouinensis	Pseudomonadota	0.501	0.9636
SC59	A0A127K2T7	99.463066	5.95551	Thauera (genus), Zoogloeaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thauera humireducens	Pseudomonadota	0.689	0.986
SC59	A0A132HNI2	95.76495	-17.126093	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus metallidurans	Pseudomonadota	0.597	0.9898
SC59	A0A133XE01	94.12818	14.092051	Dechloromonas (genus), Azonexaceae (family), Rhodocyclales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dechloromonas denitrificans	Pseudomonadota	0.731	0.991
SC59	A0A136KBM4	92.67365	24.416475	unclassified Nitrospira (no rank), Nitrospira (genus), Nitrospiraceae (family), Nitrospirales (order), Nitrospira (class), Nitrospirae (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrospira sp. OLB3	Nitrospirae	0.587	0.9649
SC59	A0A142JJA2	95.786476	15.296728	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus nantongensis	Pseudomonadota	0.621	0.9684
SC59	A0A142JQI6	101.75382	-17.49081	Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus nantongensis	Pseudomonadota	0.596	0.9866
SC59	A0A149W1I7	93.652336	17.201181	Ferrovum (genus), Ferrovaceae (family), Ferrovales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ferrovum myxofaciens	Pseudomonadota	0.592	0.9613
SC59	A0A151QJ34	97.57055	-17.218191	unclassified Limnobacter (no rank), Limnobacter (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Limnobacter sp. CACIAM 66H1	Pseudomonadota	0.622	0.9858
SC59	A0A160BQ99	99.48669	-17.613235	Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia mannitolilytica	Pseudomonadota	0.601	0.9922
SC59	A0A165F6E5	102.983284	1.9589206	Crenobacter (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Crenobacter luteus	Pseudomonadota	0.656	0.9848
SC59	A0A177RRZ7	101.998436	-17.66881	Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia solanacearum (Pseudomonas solanacearum)	Pseudomonadota	0.6	0.9901
SC59	A0A191ZVA7	100.53036	-17.396572	Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia insidiosa	Pseudomonadota	0.609	0.9921
SC59	A0A1A8XYG3	93.71878	-16.176939	Candidatus Accumulibacter (genus), Betaproteobacteria incertae sedis (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Accumulibacter aalborgensis	Pseudomonadota	0.871	0.9752
SC59	A0A1A9NLS1	96.67766	16.076134	unclassified Methylobacillus (no rank), Methylobacillus (genus), Methylophilaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Methylobacillus sp. MM3	Pseudomonadota	0.657	0.9872
SC59	A0A1A9RUS4	100.53488	1.8246205	Eikenella (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Eikenella longinqua	Pseudomonadota	0.581	0.9831
SC59	A0A1A9T1F6	95.03357	18.661484	unclassified Methylovorus (no rank), Methylovorus (genus), Methylophilaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Methylovorus sp. MM2	Pseudomonadota	0.622	0.9806
SC59	A0A1B2D550	66.39634	10.972516	Comamonas (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Comamonas aquatica	Pseudomonadota	0.482	0.9326
SC59	A0A1C0UKK9	102.01663	-17.088	Ralstonia (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ralstonia solanacearum (Pseudomonas solanacearum)	Pseudomonadota	0.602	0.9882
SC59	A0A1C4AUW6	100.67602	5.6852837	unclassified Snodgrassella (no rank), Snodgrassella (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Snodgrassella sp. R-53583	Pseudomonadota	0.578	0.9832
SC59	A0A1D2S2S8	65.70642	10.044128	unclassified Acidovorax (no rank), Acidovorax (genus), Comamonadaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Acidovorax sp. SCN 68-22	Pseudomonadota	0.485	0.9286
