protid	LeidenCluster
A0A4V3D4E0	LC26
A0A4V3D6N9	LC30
A0A4V3D9C1	LC00
A0A4V3D9H4	LC14
A0A4V3DG55	LC05
A0A4V3DZ26	LC21
A0A4V3G7I5	LC41
A0A4V3HIP4	LC05
A0A4V3IDT6	LC22
A0A4V3IIL9	LC14
A0A4V3JNG6	LC05
A0A4V3JR96	LC05
A0A4V3JY13	LC05
A0A4V3MJL8	LC15
A0A4V3NK17	LC15
A0A4V3NMX4	LC06
A0A4V3P3D7	LC23
A0A4V3RBC2	LC04
A0A4V3RIM3	LC08
A0A4V3UXD2	LC09
A0A4V3V046	LC11
A0A4V3WAA3	LC42
A0A4V3WDR9	LC18
A0A4V3WGL7	LC00
A0A4V4N9H4	LC01
A0A4V5MVY8	LC28
A0A4V5NKV2	LC31
A0A4V5NPU1	LC01
A0A4V5PC87	LC10
A0A4V5U903	LC13
A0A4V6BCL3	LC15
A0A4V6E4F0	LC24
A0A4V6E9B9	LC24
A0A4V6HRR7	LC34
A0A4V6I0V4	LC28
A0A4V6IMI4	LC21
A0A4V6J1M5	LC09
A0A4V6MSE9	LC05
A0A4V6NN67	LC41
A0A4V6PUS9	LC40
A0A4V8DHS2	LC37
A0A4V8GCB3	LC29
A0A4Y1MXU8	LC04
A0A4Y1YDU4	LC06
A0A4Y1YPW9	LC14
A0A4Y3FTU7	LC37
A0A4Y3HWE6	LC09
A0A4Y3IQ63	LC09
A0A4Y3KBH4	LC00
A0A4Y3KLC7	LC00
A0A4Y3KPX9	LC00
A0A4Y3M6X8	LC14
A0A4Y3N7W4	LC13
A0A4Y3PME4	LC03
A0A4Y3QJ45	LC24
A0A4Y3R1Y3	LC02
A0A4Y3RKY0	LC01
A0A4Y3T4P3	LC02
A0A4Y3TMB0	LC04
A0A4Y3TR63	LC14
A0A4Y3UM47	LC18
A0A4Y3VRL5	LC01
A0A4Y3W077	LC13
A0A4Y3WDJ0	LC21
A0A4Y3WK75	LC26
A0A4Y4B0V3	LC02
A0A4Y4B6W7	LC24
A0A4Y4CMH8	LC20
A0A4Y4DP76	LC13
A0A4Y4E5T4	LC00
A0A4Y4EXP2	LC05
A0A4Y4G6Y9	LC06
A0A4Y4GL37	LC05
A0A4Y4K898	LC01
A0A4Y4M5V1	LC08
A0A4Y4SJ44	LC16
A0A4Y4SLP5	LC16
A0A4Y4SPI1	LC16
A0A4Y4T357	LC16
A0A4Y4TLD5	LC16
A0A4Y4U2G8	LC16
A0A4Y4ULN5	LC16
A0A4Y4UZ33	LC16
A0A4Y4VU88	LC16
A0A4Y4W7C8	LC16
A0A4Y4W9T3	LC16
A0A4Y4WG24	LC16
A0A4Y4WL04	LC16
A0A4Y4WRA5	LC16
A0A4Y4X061	LC16
A0A4Y4XER4	LC16
A0A4Y4XHX8	LC16
A0A4Y5W8I5	LC31
A0A4Y5YFP5	LC09
A0A4Y5YRM9	LC24
A0A4Y5Z549	LC20
A0A4Y5Z641	LC31
A0A4Y6BF09	LC26
A0A4Y6C2F1	LC26
A0A4Y6F0Q2	LC17
A0A4Y6KT54	LC20
A0A4Y6M8V4	LC19
A0A4Y6QQ81	LC13
A0A4Y6R6J1	LC13
A0A4Y6RMM1	LC07
A0A4Y6S0Q1	LC06
A0A4Y6T4Y5	LC15
A0A4Y6U9Q7	LC00
A0A4Y6UN22	LC18
A0A4Y6UZQ9	LC00
A0A4Y6V7C7	LC14
A0A4Y7QY38	LC17
A0A4Y7UDD6	LC02
A0A4Y7UHI8	LC00
A0A4Y7XE04	LC25
A0A4Y7ZKE4	LC00
A0A4Y8BMC5	LC28
A0A4Y8BN29	LC28
A0A4Y8C1J3	LC28
A0A4Y8J7U6	LC31
A0A4Y8JMG6	LC22
A0A4Y8JUJ8	LC22
A0A4Y8K0M2	LC22
A0A4Y8KHB1	LC22
A0A4Y8L8S1	LC00
A0A4Y8LGZ9	LC34
A0A4Y8LKW3	LC02
A0A4Y8M4B2	LC36
A0A4Y8M812	LC00
A0A4Y8NBY2	LC29
A0A4Y8NND8	LC01
A0A4Y8P4N7	LC28
A0A4Y8P6Q5	LC04
A0A4Y8PC31	LC04
A0A4Y8PWA7	LC18
A0A4Y8QAC2	LC03
A0A4Y8QZZ0	LC00
A0A4Y8RHB7	LC06
A0A4Y8SDI9	LC06
A0A4Y8SFY4	LC12
A0A4Y8SL41	LC10
A0A4Y8TLB7	LC32
A0A4Y8TYE7	LC13
A0A4Y8UED2	LC03
A0A4Y8UHT4	LC00
A0A4Y8USZ7	LC03
A0A4Y8V314	LC00
A0A4Y8VVY6	LC00
A0A4Y8WPT8	LC07
A0A4Y8Y6D9	LC01
A0A4Y8Z0N0	LC22
A0A4Y8ZVU4	LC10
A0A4Y9EPK5	LC10
A0A4Y9F568	LC13
A0A4Y9FY72	LC22
A0A4Y9GKA4	LC20
A0A4Y9ILG2	LC06
A0A4Y9J5Q2	LC00
A0A4Y9JZ32	LC14
A0A4Y9KAS7	LC34
A0A4Y9LR85	LC22
A0A4Y9MZ19	LC26
A0A4Y9N3J2	LC46
A0A4Y9NRJ6	LC26
A0A4Y9PKD9	LC24
A0A4Y9Q641	LC26
A0A4Y9Q8T2	LC26
A0A4Y9R089	LC18
A0A4Y9R769	LC24
A0A4Y9RB49	LC02
A0A4Y9S191	LC02
A0A4Y9S999	LC30
A0A4Y9SI80	LC07
A0A4Y9TJJ8	LC12
A0A4Y9VQ28	LC30
A0A4Z0AKB8	LC12
A0A4Z0ALX1	LC31
A0A4Z0BUI0	LC30
A0A4Z0CAV6	LC30
A0A4Z0CGG3	LC08
A0A4Z0D4I5	LC03
A0A4Z0DMG6	LC06
A0A4Z0DVD1	LC40
A0A4Z0EEE9	LC21
A0A4Z0ET89	LC00
A0A4Z0FBN2	LC36
A0A4Z0FH53	LC27
A0A4Z0GK50	LC02
A0A4Z0H6E6	LC05
A0A4Z0HD43	LC01
A0A4Z0HQG9	LC22
A0A4Z0J106	LC39
A0A4Z0JDX6	LC25
A0A4Z0JK68	LC00
A0A4Z0KBH7	LC39
A0A4Z0LCK1	LC27
A0A4Z0LKV4	LC11
A0A4Z0M6N8	LC03
A0A4Z0MMB3	LC36
A0A4Z0MNV0	LC00
A0A4Z0N4P7	LC22
A0A4Z0P9C7	LC36
A0A4Z0PAV0	LC14
A0A4Z0PNF2	LC18
A0A4Z0PXQ2	LC18
A0A4Z0Q4Y7	LC17
A0A4Z0QBE2	LC18
A0A4Z0R2K1	LC07
A0A4Z0YFH9	LC33
A0A4Z0ZY91	LC05
A0A4Z1AG05	LC05
A0A4Z1AHS8	LC05
A0A4Z1BD48	LC00
A0A4Z1BY04	LC06
A0A4Z1C189	LC43
A0A4Z1C3T6	LC21
A0A4Z1CRF0	LC28
A0A4Z1CYG2	LC01
A0A4Z1DIK4	LC01
A0A4Z1E829	LC00
A0A4Z1QZR6	LC15
A0A4Z8YYI2	LC19
A0A501PRE0	LC10
A0A501QCL3	LC00
A0A501QDF0	LC27
A0A501SE27	LC09
A0A501W3N3	LC03
A0A501W6U3	LC03
A0A501W8I3	LC05
A0A501WXT5	LC06
A0A501XDB7	LC10
A0A501XW51	LC09
A0A502BKR8	LC06
A0A502BVN9	LC20
A0A502C1F8	LC22
A0A502C969	LC31
A0A502CMX3	LC00
A0A502CRG7	LC10
A0A502DYC5	LC17
A0A502E291	LC02
A0A502EGI6	LC24
A0A502FWX8	LC21
A0A502GGE2	LC05
A0A502GP94	LC09
A0A502GT45	LC00
A0A502I3Z4	LC12
A0A502ILV9	LC12
A0A502J050	LC31
A0A502MHK4	LC15
A0A502T877	LC15
A0A502WVL0	LC15
A0A502XTD6	LC15
A0A502Y820	LC15
A0A503APL8	LC15
A0A503ATZ1	LC15
A0A503DF24	LC15
A0A503IA71	LC15
A0A503K278	LC15
A0A503KXK9	LC15
A0A503P8G0	LC15
A0A503TFH5	LC15
A0A503WWB2	LC15
A0A503XGT7	LC15
A0A503Y6R2	LC15
A0A504CFJ0	LC15
A0A504JEQ2	LC06
A0A504JQ02	LC27
A0A504KK89	LC15
A0A504LV53	LC15
A0A504U6F3	LC15
A0A505DH86	LC26
A0A505H674	LC39
A0A505HBK3	LC03
A0A505MHQ8	LC23
A0A505MRR2	LC23
A0A506PCK1	LC09
A0A506PDS7	LC07
A0A506QAU1	LC09
A0A506QDY6	LC17
A0A506R5K5	LC14
A0A506UBK7	LC15
A0A506UEZ9	LC07
A0A506UQ87	LC03
A0A506V9W0	LC09
A0A506XSE8	LC22
A0A506Y0I4	LC22
A0A507SSR9	LC06
A0A507WDS6	LC02
A0A507ZRI5	LC27
A0A508A2K3	LC14
A0A508A394	LC39
A0A508AE77	LC25
A0A508BKB0	LC39
A0A508TIF1	LC21
A0A508VJ52	LC08
A0A508XBK6	LC15
A0A508YH37	LC07
A0A508YK78	LC08
A0A509BDQ7	LC19
A0A509BSN1	LC19
A0A509EMC2	LC21
A0A509JS96	LC13
A0A509L996	LC00
A0A510D6T2	LC01
A0A510HL78	LC03
A0A510I2R8	LC09
A0A510IVV5	LC00
A0A510PPP3	LC37
A0A510TEG1	LC01
A0A510TW82	LC06
A0A510URY3	LC00
A0A510UZP0	LC00
A0A510WMZ3	LC07
A0A510WYN2	LC23
A0A510X1Q7	LC23
A0A510XGK7	LC05
A0A510XYJ9	LC45
A0A510Y5T3	LC05
A0A510ZA91	LC05
A0A511AMX0	LC24
A0A511AX68	LC02
A0A511AZQ4	LC14
A0A511B3W8	LC14
A0A511BPI5	LC13
A0A511D5I9	LC00
A0A511DJT9	LC18
A0A511EX85	LC21
A0A511FBM6	LC00
A0A511FL71	LC05
A0A511GQK5	LC14
A0A511GXC7	LC02
A0A511H7J7	LC26
A0A511JCR8	LC00
A0A511JFT8	LC00
A0A511MNN3	LC22
A0A511N6W1	LC28
A0A511NHF8	LC00
A0A511Q276	LC10
A0A511QS00	LC09
A0A511TB42	LC26
A0A511TPB3	LC14
A0A511URQ3	LC03
A0A511V252	LC04
A0A511WVQ4	LC03
A0A511X3Q5	LC26
A0A511X5F9	LC02
A0A511XHB7	LC02
A0A511XWY4	LC08
A0A511XZM2	LC08
A0A511YAN8	LC08
A0A511YLP7	LC08
A0A511YY66	LC00
A0A511ZJU4	LC03
A0A512AEU4	LC10
A0A512ASA4	LC03
A0A512AZ70	LC03
A0A512BF52	LC19
A0A512BFM2	LC10
A0A512BRC2	LC21
A0A512C8G6	LC18
A0A512CBM9	LC17
A0A512CM73	LC04
A0A512D095	LC36
A0A512DEV3	LC00
A0A512DHU4	LC33
A0A512E0M7	LC33
A0A512E344	LC33
A0A512HAP7	LC06
A0A512HGK9	LC15
A0A512HT64	LC41
A0A512I6K8	LC13
A0A512IB82	LC13
A0A512IL43	LC21
A0A512J7R4	LC21
A0A512JP24	LC21
A0A512LAL2	LC20
A0A512MD68	LC02
A0A512N544	LC21
A0A512PGJ4	LC00
A0A512PQ51	LC34
A0A512PWQ5	LC06
A0A512RJ87	LC00
A0A512RRL7	LC02
A0A512SD58	LC06
A0A512SXP1	LC00
A0A514BT46	LC25
A0A514C1Z5	LC02
A0A514CJY9	LC18
A0A514EEC1	LC25
A0A514ENB9	LC40
A0A514JQQ3	LC01
A0A514KM85	LC21
A0A514UPS7	LC16
A0A514V8D8	LC09
A0A514WE79	LC10
A0A514WTW7	LC01
A0A514XL43	LC01
A0A514XUV4	LC08
A0A514Z9Y9	LC00
A0A514ZW95	LC08
A0A515BDH5	LC23
A0A515BJR8	LC06
A0A515DAM8	LC30
A0A515ENT5	LC30
A0A515KKS6	LC21
A0A515YQG6	LC01
A0A516G7X5	LC18
A0A516GVM1	LC07
A0A516H661	LC10
A0A516ITS3	LC28
A0A516KHZ2	LC02
A0A516MXE9	LC20
A0A516N743	LC00
A0A516P0E5	LC04
A0A516Q6E9	LC44
A0A516QVP6	LC17
A0A516R9I8	LC03
A0A516SE55	LC20
A0A516TN69	LC00
A0A516V228	LC02
A0A516WB16	LC38
A0A516WMQ4	LC22
A0A516X871	LC46
A0A517E072	LC11
A0A517LUS4	LC06
A0A517MLZ1	LC21
A0A517MSM2	LC08
A0A517NP23	LC13
A0A517P6I8	LC00
A0A517PUY8	LC02
A0A517QM26	LC05
A0A517QX62	LC27
A0A517RLH3	LC02
A0A517SIP0	LC06
A0A517SQK9	LC08
A0A517T528	LC03
A0A517TGY4	LC08
A0A517TUN8	LC08
A0A517VJN7	LC14
A0A517VRQ3	LC02
A0A517WIR3	LC02
A0A517WSH5	LC02
A0A517XNL3	LC00
A0A517YES1	LC21
A0A517YP45	LC00
A0A517Z0D5	LC07
A0A517ZI19	LC05
A0A518ASW6	LC08
A0A518AY32	LC07
A0A518B7Q1	LC03
A0A518BB82	LC07
A0A518BJT4	LC05
A0A518C109	LC00
A0A518CF23	LC00
A0A518CNV3	LC11
A0A518D029	LC05
A0A518DH13	LC19
A0A518DR06	LC25
A0A518EYB1	LC20
A0A518FV77	LC02
A0A518GGY3	LC06
A0A518GRS7	LC25
A0A518H722	LC08
A0A518I160	LC08
A0A518IIA6	LC02
A0A518IN44	LC06
A0A518JMG7	LC06
A0A518K452	LC08
A0A518LD34	LC08
A0A518N7S0	LC25
A0A518RDG1	LC10
A0A518SBH2	LC33
A0A518U692	LC20
A0A518VIK9	LC09
A0A518WCI5	LC03
A0A518XEY1	LC09
A0A518XZ49	LC16
A0A518Y7H3	LC16
A0A518YBK9	LC16
A0A518YFP9	LC16
A0A518YJC3	LC16
A0A518YN78	LC16
A0A519BFS9	LC00
A0A519BJX4	LC00
A0A519EEI0	LC27
A0A519EV11	LC17
A0A519F5T3	LC30
A0A519FLU6	LC12
A0A519G0X9	LC20
A0A519GYU7	LC24
A0A519HI08	LC02
A0A519HW59	LC00
A0A519I106	LC02
A0A519IPZ4	LC30
A0A519IX72	LC02
A0A519JGR0	LC23
A0A519K973	LC27
A0A519KPI5	LC08
A0A519KSG9	LC21
A0A519KWM6	LC21
A0A519L084	LC02
A0A519LFC8	LC08
A0A519LTW9	LC02
A0A519MJZ0	LC19
A0A519MRJ0	LC27
A0A519N4W9	LC18
A0A519NGK2	LC27
A0A519NKA8	LC02
A0A519P162	LC02
A0A519QS36	LC33
A0A519RNH5	LC27
A0A519RVJ6	LC02
A0A519SBE0	LC00
A0A519SIS1	LC02
A0A519SN81	LC02
A0A519SP05	LC00
A0A519TPH7	LC19
A0A519U1Y2	LC19
A0A519U3X9	LC02
A0A519U7Q4	LC00
A0A519UM39	LC02
A0A519V3L1	LC28
A0A519VEL5	LC00
A0A519WWK4	LC02
A0A519X5S0	LC10
A0A519XCS9	LC07
A0A519XDP0	LC00
A0A519YIE9	LC22
A0A519YSX7	LC20
A0A519ZSY7	LC20
A0A520A2G2	LC19
A0A520A9Y6	LC02
A0A520AD11	LC10
A0A520BBJ5	LC02
A0A520BCF9	LC00
A0A520BP83	LC02
A0A520CDB1	LC17
A0A520CEB9	LC17
A0A520CUD5	LC02
A0A520CZP0	LC28
A0A520DDS8	LC17
A0A520DJJ4	LC10
A0A520DXH7	LC02
A0A520E9W9	LC30
A0A520EB27	LC02
A0A520F1V8	LC22
A0A520FIT4	LC22
A0A520GPS5	LC30
A0A520ILV2	LC02
A0A520IQ78	LC00
A0A520IZ50	LC10
A0A520J0W8	LC10
A0A520J129	LC28
A0A520KX81	LC36
A0A520L3N7	LC07
A0A520LDJ1	LC10
A0A520LLW7	LC37
A0A520LVW5	LC25
A0A520NGV7	LC28
A0A520NMF5	LC10
A0A520PT58	LC02
A0A520Q6Y5	LC00
A0A520QBD0	LC07
A0A520QMZ1	LC02
A0A520R114	LC08
A0A520RBA4	LC02
A0A520REJ4	LC04
A0A520RGQ2	LC45
A0A520RLQ5	LC04
A0A520RT01	LC31
A0A520SC28	LC00
A0A520SFI4	LC09
A0A520T0I1	LC21
A0A520T5F4	LC33
A0A520TCP1	LC11
A0A520TEP6	LC32
A0A520U2X0	LC07
A0A520U9F8	LC06
A0A520UFW3	LC07
A0A520UMN8	LC07
A0A520UUR1	LC25
A0A520VA65	LC10
A0A520VIR1	LC10
A0A520VVF2	LC05
A0A520W509	LC01
A0A520WK32	LC14
A0A520WYE1	LC00
A0A520X6U9	LC08
A0A520X827	LC05
A0A520XI37	LC00
A0A520XR86	LC21
A0A520Y9K3	LC11
A0A520YJM6	LC21
A0A520ZNR2	LC11
A0A520ZXN4	LC00
A0A521ANY8	LC02
A0A521AQ12	LC03
A0A521ARE8	LC07
A0A521BKP6	LC04
A0A521BT71	LC28
A0A521C9A3	LC18
A0A521CFE4	LC00
A0A521CH15	LC08
A0A521DAH7	LC07
A0A521DEZ7	LC22
A0A521DL84	LC11
A0A521DS07	LC27
A0A521DX15	LC07
A0A521E728	LC10
A0A521EH90	LC26
A0A521FB51	LC00
A0A521G1I5	LC01
A0A521GCC5	LC08
A0A521H3U0	LC20
A0A521HSB2	LC20
A0A521HTI7	LC20
A0A521HYA9	LC02
A0A521IGY9	LC08
A0A521LCA9	LC21
A0A521LLU9	LC21
A0A521MGK7	LC21
A0A521MN96	LC18
A0A521NDM4	LC30
A0A521NJ15	LC02
A0A521P8V6	LC00
A0A521PUM8	LC03
A0A521Q8U9	LC05
A0A521R328	LC21
A0A521R8T1	LC20
A0A521RAA7	LC21
A0A521RVU3	LC18
A0A521TVH6	LC21
A0A521UUQ0	LC21
A0A521V2M5	LC25
A0A521VMN7	LC29
A0A521VPL6	LC29
A0A521W0Q5	LC21
A0A521WA45	LC32
A0A521WZK2	LC05
A0A521XIA7	LC05
A0A521XMY7	LC41
A0A521YEV7	LC30
A0A521YJ87	LC00
A0A521ZF68	LC20
A0A521ZJ02	LC04
A0A522A9I7	LC02
A0A522AC43	LC10
A0A522AK92	LC22
A0A522AYZ2	LC03
A0A522B6C7	LC02
A0A522BTR5	LC30
A0A522CIM2	LC04
A0A522CL96	LC10
A0A522CVU7	LC00
A0A522DIB3	LC04
A0A522DU08	LC05
A0A522DVL1	LC22
A0A522E394	LC02
A0A522FE91	LC20
A0A522FKT1	LC26
A0A522G6T7	LC08
A0A522G787	LC20
A0A522GE54	LC38
A0A522GMY7	LC11
A0A522GZG4	LC31
A0A522H2U5	LC20
A0A522HEX3	LC38
A0A522HQ98	LC20
A0A522HZF2	LC20
A0A522IJA5	LC38
A0A522JNH1	LC20
A0A522JUV1	LC29
A0A522KFZ6	LC02
A0A522KJ23	LC29
A0A522L380	LC31
A0A522M150	LC36
A0A522M7U3	LC20
A0A522MJP2	LC29
A0A522N6T2	LC07
A0A522NAN8	LC31
A0A522NE50	LC20
A0A522NXB7	LC18
A0A522P6L6	LC00
A0A522P9F0	LC02
A0A522QGL8	LC38
A0A522QTZ1	LC02
A0A522SEV8	LC00
A0A522SKF5	LC42
A0A522SVA3	LC20
A0A522T002	LC05
A0A522T881	LC01
A0A522TU45	LC38
A0A522U9N3	LC26
A0A522UC78	LC11
A0A522VDB5	LC29
A0A522VEI0	LC10
A0A522VQ36	LC31
A0A522WSG1	LC05
A0A522XA45	LC05
A0A522XDY1	LC35
A0A522XTQ1	LC20
A0A522Y630	LC25
A0A522YY59	LC08
A0A523BXS8	LC00
A0A523E6I2	LC08
A0A523EC49	LC17
A0A523ETP1	LC01
A0A523FB30	LC01
A0A523FDT9	LC10
A0A523FSD3	LC10
A0A523FY47	LC08
A0A523G140	LC05
A0A523G4C7	LC18
A0A523G8U5	LC03
A0A523GJU7	LC04
A0A523GSF5	LC18
A0A523HCI4	LC04
A0A523J2S1	LC08
A0A523JYQ7	LC05
A0A523L460	LC03
A0A523LMZ3	LC03
A0A523M3N0	LC03
A0A523MD45	LC05
A0A523MNL5	LC03
A0A523MV26	LC05
A0A523N4K5	LC21
A0A523NAX8	LC08
A0A523PKR3	LC21
A0A523PZV2	LC04
A0A523QA57	LC00
A0A523QSF8	LC36
A0A524A6W6	LC13
A0A524B5J1	LC01
A0A524BE95	LC20
A0A524BFU4	LC41
A0A524GM10	LC01
A0A524HB01	LC24
A0A524HFQ6	LC13
A0A524HG93	LC00
A0A524HVF1	LC18
A0A524HVH6	LC42
A0A524IHM7	LC06
A0A524IKX0	LC21
A0A524J5C8	LC06
A0A524J6K6	LC02
A0A524JGP2	LC27
A0A524K4X6	LC00
A0A524KBK8	LC03
A0A524KH97	LC05
A0A524KQH0	LC14
A0A524L513	LC04
A0A524NE94	LC00
A0A524NVA4	LC00
A0A524QQQ9	LC03
A0A524QSJ9	LC02
A0A524RN53	LC37
A0A524RTN5	LC37
A0A525BVF3	LC18
A0A525CGE8	LC17
A0A525CJ92	LC01
A0A525CJF3	LC30
A0A525DER3	LC10
A0A525HKV1	LC21
A0A525ID65	LC06
A0A525J2S0	LC06
A0A525J557	LC04
A0A525JPK8	LC04
A0A525JV69	LC06
A0A525L6B7	LC04
A0A525NKY7	LC11
A0A525VQE7	LC13
A0A525W4I5	LC13
A0A525W8C8	LC05
A0A526PNZ1	LC15
A0A527E2F6	LC15
A0A527IDK4	LC27
A0A527J8G9	LC15
A0A527KJP6	LC15
A0A527TDH6	LC15
A0A527ZWB9	LC15
A0A528AER7	LC15
A0A528DDX9	LC15
A0A528KMC1	LC15
A0A528WVH2	LC15
A0A528XEH4	LC15
A0A529C4X0	LC15
A0A529UCD6	LC15
A0A529XNS7	LC15
A0A532CIL1	LC13
A0A532D4D2	LC13
A0A532DWE3	LC13
A0A532EKE4	LC13
A0A532EYG8	LC13
A0A533I834	LC28
A0A533QMC6	LC32
A0A533RJW4	LC36
A0A533SEC6	LC21
A0A533SYY8	LC32
A0A533T8C9	LC08
A0A533TAP1	LC08
A0A533TC50	LC08
A0A533TG49	LC08
A0A533TPS8	LC08
A0A533TUY8	LC08
A0A533TWA1	LC08
A0A533TYY6	LC08
A0A533TZF0	LC08
A0A534A6H9	LC00
A0A534AD95	LC02
A0A534AIM6	LC22
A0A534B309	LC03
A0A534B822	LC07
A0A534BQE1	LC07
A0A534BVZ1	LC02
A0A534CIU9	LC03
A0A534DIB0	LC07
A0A534EL00	LC07
A0A534FXB1	LC07
A0A534GGF5	LC07
A0A534GIS4	LC07
A0A534H2X9	LC07
A0A534HK13	LC02
A0A534I998	LC02
A0A534J524	LC07
A0A534NK51	LC00
A0A534NRT6	LC00
A0A534PSQ0	LC03
A0A534Q2W5	LC24
A0A534Q5R5	LC26
A0A534S3T5	LC04
A0A534TWR6	LC01
A0A534UFK9	LC01
A0A534UZJ5	LC03
A0A534V0I9	LC00
A0A534W4Z5	LC25
A0A534WEL0	LC05
A0A534WHK0	LC00
A0A534Y2H5	LC01
A0A534Y483	LC10
A0A534YBB0	LC00
A0A534YBF3	LC10
A0A534Z8P1	LC26
A0A534ZPB0	LC01
A0A535AKJ9	LC04
A0A535CEH2	LC02
A0A535CNN6	LC02
A0A535D0B6	LC11
A0A535DVP5	LC26
A0A535DZG4	LC26
A0A535FZW7	LC02
A0A535G9U9	LC26
A0A535GN67	LC00
A0A535H6Q8	LC02
A0A535HV92	LC00
A0A535I0R4	LC26
A0A535IZA2	LC26
A0A535JGJ1	LC26
A0A535KLK8	LC49
A0A535L382	LC26
A0A535LE63	LC02
A0A535LI65	LC02
A0A535LSN9	LC26
A0A535MHL8	LC24
A0A535N6T3	LC26
A0A535NQX5	LC26
A0A535P0I4	LC06
A0A535Q1M3	LC02
A0A535QB93	LC26
A0A535QNH4	LC08
A0A535R0S5	LC26
A0A535R4A3	LC02
A0A535S954	LC26
A0A535SKF1	LC07
A0A535TGN6	LC02
A0A535TRL5	LC26
A0A535U5R7	LC26
A0A535UC96	LC02
A0A535UK97	LC00
A0A535VD37	LC07
A0A535VSL7	LC26
A0A535WLA4	LC26
A0A535X139	LC49
A0A535X6D4	LC21
A0A535XJL7	LC00
A0A535Z1S1	LC24
A0A535ZDD7	LC49
A0A535ZK82	LC26
A0A535ZYB1	LC00
A0A536ASE6	LC26
A0A536B9T1	LC26
A0A536BYY0	LC26
A0A536CJ72	LC26
A0A536CXP3	LC26
A0A536DJ86	LC26
A0A536E227	LC49
A0A536E460	LC26
A0A536ELF2	LC24
A0A536EXP6	LC49
A0A536G269	LC06
A0A536G7Z6	LC26
A0A536GK19	LC26
A0A536GPA4	LC33
A0A536GWT6	LC26
A0A536HFB2	LC49
A0A536HS20	LC26
A0A536I218	LC26
A0A536JPM8	LC26
A0A536K4Z4	LC02
A0A536KPW0	LC26
A0A536L4V0	LC00
A0A536M9J1	LC26
A0A536MHW9	LC26
A0A536NDM6	LC06
A0A536NNG6	LC26
A0A536NZU3	LC49
A0A536P631	LC26
A0A536P7K1	LC26
A0A536PZR2	LC26
A0A536R4J3	LC26
A0A536RMK9	LC26
A0A536RTC7	LC26
A0A536T0Y6	LC04
A0A536TL05	LC32
A0A536UY13	LC29
A0A536VMW4	LC03
A0A536W465	LC20
A0A536XMR6	LC29
A0A536XVC7	LC04
A0A536XW70	LC20
A0A536YRX3	LC32
A0A536YVN9	LC32
A0A537A4R5	LC32
A0A537ALF4	LC32
A0A537AYT0	LC20
A0A537C1H4	LC20
A0A537CBI0	LC00
A0A537CJA6	LC00
A0A537D8M5	LC32
A0A537DM33	LC00
A0A537FWF0	LC00
A0A537HU24	LC07
A0A537HU48	LC02
A0A537ITD7	LC07
A0A537IVT3	LC00
A0A537JK76	LC11
A0A537KCU3	LC02
A0A537KEK1	LC11
A0A537KIN4	LC02
A0A537L9A2	LC06
A0A537LVM1	LC10
A0A537MFQ6	LC10
A0A537MV70	LC06
A0A537NBA3	LC11
A0A537NLP8	LC07
A0A537P6U7	LC19
A0A537PE16	LC06
A0A537PRT3	LC06
A0A537QKS6	LC10
A0A537RNI5	LC10
A0A537RQT0	LC21
A0A537S963	LC05
A0A537SR31	LC06
A0A537T340	LC21
A0A537T6Q1	LC21
A0A537TYC0	LC21
A0A537UZS7	LC06
A0A537V5J7	LC33
A0A537VKM9	LC02
A0A537WQM2	LC33
A0A537X0H6	LC02
A0A537XHI5	LC01
A0A537YSP7	LC26
A0A537YYL9	LC02
A0A538BI33	LC02
A0A538C832	LC22
A0A538CIF2	LC26
A0A538DUK1	LC11
A0A538EPZ7	LC26
A0A538F4C8	LC01
A0A538FKX3	LC01
A0A538FZ58	LC06
A0A538G095	LC00
A0A538GPF9	LC33
A0A538HDB0	LC01
A0A538I9X6	LC08
A0A538IC41	LC01
A0A538JBE3	LC06
A0A538JUB5	LC00
A0A538KRZ1	LC01
A0A538L7N0	LC11
A0A538LCP2	LC01
A0A538LPK4	LC22
A0A538LW50	LC01
A0A538MVB7	LC03
A0A538NFP9	LC04
A0A538NSP7	LC04
A0A538RFF7	LC04
A0A538SDX4	LC33
A0A538SUX4	LC11
A0A538TAG3	LC11
A0A538TPN3	LC11
A0A539CU01	LC21
A0A539D546	LC02
A0A539E330	LC01
A0A540PKG0	LC01
A0A540QB08	LC01
A0A540UZ01	LC18
A0A540VEY1	LC00
A0A540VKV6	LC26
A0A540VWB6	LC05
A0A540X5J6	LC26
A0A541B4M4	LC22
A0A541BII2	LC19
A0A541BZF8	LC33
A0A542AHK9	LC33
A0A542AWC9	LC27
A0A542AWS7	LC27
A0A542BDL1	LC21
A0A542CZR1	LC40
A0A542DH43	LC24
A0A542E0W8	LC00
A0A542E751	LC41
A0A542EKG9	LC00
A0A542EZL6	LC03
A0A542FP86	LC22
A0A542FV15	LC24
A0A542G0P8	LC13
A0A542GPS4	LC13
A0A542HPG1	LC01
A0A542I733	LC13
A0A542IT32	LC13
A0A542JED0	LC01
A0A542MCF9	LC08
A0A542N3T3	LC24
A0A542Q5Z2	LC01
A0A542S4S6	LC01
A0A542SQK8	LC00
A0A542UG82	LC01
A0A542UVU3	LC00
A0A542VAS6	LC12
A0A542W0P3	LC07
A0A542WDJ3	LC01
A0A542XF42	LC00
A0A542XGV4	LC03
A0A542Y6F8	LC18
A0A542YG16	LC22
